scope,audit_subset,pair,feature_idx,n_samples,gradxinput_mean,gradxinput_median,gradxinput_positive_frac,abs_gradxinput_mean,feature,strategy,rare_cell_ratio_trainref_le5,rare_used_bin_ratio_le5,entropy_norm,dominant_bin_ratio
pair_subset,all_wrong_high_conf,Spyware→Ransomware,41,42,0.017089109867811203,-0.00545404851436615,0.38095238095238093,0.07344140112400055,psxview.not_in_csrss_handles_false_avg,rank_uniform_offset,0.0,0.0,0.765277320469504,0.0618866797508319
pair_subset,all_wrong_high_conf,Spyware→Ransomware,42,42,0.029264580458402634,0.0007234783843159676,0.5238095238095238,0.049554985016584396,psxview.not_in_session_false_avg,rank_uniform_offset,0.0,0.0,0.7579223476549959,0.0644679580168956
pair_subset,all_wrong_high_conf,Spyware→Ransomware,43,42,0.031362492591142654,0.01003805361688137,0.6190476190476191,0.04302182048559189,psxview.not_in_deskthrd_false_avg,rank_uniform_offset,0.0,0.0,0.7731383545067176,0.0613960235514975
pair_subset,all_wrong_high_conf,Spyware→Ransomware,44,42,0.0058313654735684395,0.0025491879787296057,0.6190476190476191,0.019039945676922798,modules.nmodules,discrete_compact_offset0,2.133287823193105e-05,0.3333333333333333,0.1489351871718083,0.9614088232784368
pair_subset,all_wrong_high_conf,Spyware→Ransomware,45,42,-0.006301309447735548,0.0008831850718706846,0.5476190476190477,0.027445366606116295,svcscan.nservices,discrete_compact_offset0,0.0005759877122621,0.5333333333333333,0.3474434787888976,0.4652274084819524
pair_subset,all_wrong_high_conf,Spyware→Ransomware,46,42,-0.010866684839129448,0.0023597620893269777,0.5952380952380952,0.09023746103048325,svcscan.kernel_drivers,discrete_compact_offset0,0.0003413260517108,0.631578947368421,0.2858217306248617,0.4982080382285178
pair_subset,all_wrong_high_conf,Spyware→Ransomware,47,42,0.018140748143196106,0.0041951402090489864,0.6666666666666666,0.025506751611828804,svcscan.fs_drivers,discrete_compact_offset0,0.0001706630258554,0.7,0.0038660702130916,0.9990400204795632
pair_subset,all_wrong_high_conf,Spyware→Ransomware,48,42,0.01637839712202549,-0.00031182728707790375,0.47619047619047616,0.03708800673484802,svcscan.process_services,discrete_compact_offset0,0.0002559945387831,0.4285714285714285,0.3262482609122556,0.590664732485707
pair_subset,all_wrong_high_conf,Spyware→Ransomware,49,42,0.03515055775642395,0.0009023142047226429,0.5476190476190477,0.0474279448390007,svcscan.shared_process_services,discrete_compact_offset0,0.0004693233211024,0.6363636363636364,0.2762666726609017,0.4982080382285178
pair_subset,all_wrong_high_conf,Spyware→Ransomware,50,42,0.0025345247704535723,0.001438389765098691,0.7142857142857143,0.0061632487922906876,svcscan.interactive_process_services,constant,0.0,0.0,-1.4428232973175177e-12,1.0
pair_subset,all_wrong_high_conf,Spyware→Ransomware,51,42,0.05928682163357735,0.013407677412033081,0.5476190476190477,0.1991923600435257,svcscan.nactive,discrete_compact_offset0,0.0005119890775663,0.4117647058823529,0.6257817858570436,0.2431094803310862
pair_subset,all_wrong_high_conf,Spyware→Ransomware,52,42,0.024031344801187515,0.005220840685069561,0.5476190476190477,0.28254038095474243,callbacks.ncallbacks,discrete_compact_offset0,0.0001493301476235,0.3076923076923077,0.4401119934117515,0.4277028756719856
pair_subset,all_wrong_high_conf,Spyware→Ransomware,53,42,0.0035443075466901064,0.0017151476349681616,0.6666666666666666,0.004646785091608763,callbacks.nanonymous,discrete_compact_offset0,0.0,0.0,0.009929783324449,0.9991466848707228
pair_subset,all_wrong_high_conf,Spyware→Ransomware,54,42,-0.0006764652207493782,0.0007348214276134968,0.6428571428571429,0.006629289593547583,callbacks.ngeneric,discrete_compact_offset0,0.0,0.0,0.0018398586095722,0.9998720027306084
pair_subset,all_wrong_high_conf,Spyware→Trojan,0,63,-0.013217659667134285,0.00017045624554157257,0.5396825396825397,0.049288682639598846,pslist.nproc,discrete_compact_offset0,0.0014933014762351,0.4761904761904761,0.5634949111118889,0.1704496970731291
pair_subset,all_wrong_high_conf,Spyware→Trojan,1,63,-0.018659712746739388,0.0020323232747614384,0.6349206349206349,0.04252989590167999,pslist.nppid,discrete_compact_offset0,0.0010026452769007,0.5625,0.5190073122926573,0.2815086611485621
pair_subset,all_wrong_high_conf,Spyware→Trojan,2,63,-0.013572382740676403,0.0017124684527516365,0.5555555555555556,0.05841726064682007,pslist.avg_threads,rank_uniform_offset,0.0,0.0,0.883099511072012,0.0371618738800238
pair_subset,all_wrong_high_conf,Spyware→Trojan,3,63,-0.0007135109044611454,-0.00011676771100610495,0.4603174603174603,0.003552298294380307,pslist.nprocs64bit,constant,0.0,0.0,-1.4428232973175177e-12,1.0
pair_subset,all_wrong_high_conf,Spyware→Trojan,4,63,0.01689300686120987,0.000602036714553833,0.5555555555555556,0.034461650997400284,pslist.avg_handlers,rank_uniform_offset,0.0,0.0,0.957794232611417,0.0151250106664391
pair_subset,all_wrong_high_conf,Spyware→Trojan,5,63,0.041544921696186066,0.007582634687423706,0.5714285714285714,0.13518530130386353,dlllist.ndlls,keep_current,0.0059518730267087,0.130859375,0.8525194789024727,0.0283513951702363
pair_subset,all_wrong_high_conf,Spyware→Trojan,6,63,-0.08826488256454468,-0.027278229594230652,0.3968253968253968,0.19461975991725922,dlllist.avg_dlls_per_proc,rank_uniform_offset,0.0,0.0,0.8727011258819214,0.0405751343971328
pair_subset,all_wrong_high_conf,Spyware→Trojan,7,63,-0.0208366010338068,-0.0019065679516643286,0.4444444444444444,0.0460936613380909,handles.nhandles,rank_uniform_offset,0.0,0.0,0.9198092477997551,0.0156583326222373
pair_subset,all_wrong_high_conf,Spyware→Trojan,8,63,-0.0025624397676438093,-0.003204159438610077,0.36507936507936506,0.04588397592306137,handles.avg_handles_per_proc,rank_uniform_offset,0.0,0.0,0.9584890477296152,0.0121810734704326
pair_subset,all_wrong_high_conf,Spyware→Trojan,9,63,-0.001106246723793447,-0.0006187902763485909,0.3333333333333333,0.003424449823796749,handles.nport,constant,0.0,0.0,-1.4428232973175177e-12,1.0
pair_subset,all_wrong_high_conf,Spyware→Trojan,10,63,-0.051580943167209625,-0.013340368866920471,0.4126984126984127,0.49228543043136597,handles.nfile,keep_current,0.0,0.0,0.965457167902262,0.0166609778991381
pair_subset,all_wrong_high_conf,Spyware→Trojan,11,63,0.0066461823880672455,0.0007811877876520157,0.5396825396825397,0.01533366646617651,handles.nevent,keep_current,0.0,0.0,0.9947520106426578,0.004629234576329
pair_subset,all_wrong_high_conf,Spyware→Trojan,12,63,-0.07822754234075546,-0.005454114638268948,0.31746031746031744,0.10284192860126495,handles.ndesktop,discrete_compact_offset0,0.0003839918081747,0.1666666666666666,0.6624280875401419,0.1653938049321614
pair_subset,all_wrong_high_conf,Spyware→Trojan,13,63,-0.36701083183288574,-0.1141054630279541,0.36507936507936506,0.810749351978302,handles.nkey,keep_current,0.0069118525471456,0.2265625,0.8172767122869657,0.030911340558068
pair_subset,all_wrong_high_conf,Spyware→Trojan,14,63,-0.006867517251521349,-0.00024207215756177902,0.49206349206349204,0.04695063456892967,handles.nthread,keep_current,0.0058238757573171,0.166015625,0.8934861158109448,0.0165543135079784
pair_subset,all_wrong_high_conf,Spyware→Trojan,15,63,-0.0006520644528791308,0.000394981587305665,0.5396825396825397,0.02444051206111908,handles.ndirectory,discrete_compact_offset0,0.0010026452769007,0.2019230769230769,0.7041268139226854,0.0998592030036692
pair_subset,all_wrong_high_conf,Spyware→Trojan,16,63,-0.37579789757728577,-0.11621847748756409,0.3968253968253968,0.8985135555267334,handles.nsemaphore,keep_current,0.00927980203089,0.26953125,0.7992274222335928,0.0389325027732741
pair_subset,all_wrong_high_conf,Spyware→Trojan,17,63,-0.1348087191581726,-0.02716916799545288,0.36507936507936506,0.3330753743648529,handles.ntimer,discrete_compact_offset0,0.0013866370850755,0.2439024390243902,0.7453838702633432,0.0856515061012031
pair_subset,all_wrong_high_conf,Spyware→Trojan,18,63,-0.21923278272151947,-0.01173931173980236,0.3492063492063492,0.30267536640167236,handles.nsection,keep_current,0.0064425292260431,0.234375,0.7928771230914666,0.0606920385698438
pair_subset,all_wrong_high_conf,Spyware→Trojan,19,63,0.062200915068387985,0.014185760170221329,0.6507936507936508,0.1535317450761795,handles.nmutant,keep_current,0.0024319481184401,0.145679012345679,0.8406808847073096,0.0551668231077737
pair_subset,all_wrong_high_conf,Spyware→Trojan,20,63,0.08326989412307739,-0.022417467087507248,0.4603174603174603,0.451626181602478,ldrmodules.not_in_load,keep_current,0.0015999658673948,0.2,0.7895089801002002,0.0708038228517791
pair_subset,all_wrong_high_conf,Spyware→Trojan,21,63,-0.033576320856809616,-0.005813635885715485,0.31746031746031744,0.07357128709554672,ldrmodules.not_in_init,keep_current,0.0020266234320334,0.2111111111111111,0.8092464216563752,0.0510709104872429
pair_subset,all_wrong_high_conf,Spyware→Trojan,22,63,0.06520630419254303,-0.012734290212392807,0.49206349206349204,0.411234587430954,ldrmodules.not_in_mem,keep_current,0.0015999658673948,0.2,0.789586786756279,0.0705904940694598
pair_subset,all_wrong_high_conf,Spyware→Trojan,23,63,0.08614226430654526,0.011890232563018799,0.5714285714285714,0.21894954144954681,ldrmodules.not_in_load_avg,rank_uniform_offset,0.0,0.0,0.9261698233703296,0.0191142588958102
pair_subset,all_wrong_high_conf,Spyware→Trojan,24,63,0.002491325605660677,-0.0014724023640155792,0.36507936507936506,0.025361139327287674,ldrmodules.not_in_init_avg,rank_uniform_offset,0.0,0.0,0.9390541473754483,0.0266874306681457
pair_subset,all_wrong_high_conf,Spyware→Trojan,25,63,0.008845937438309193,0.003705102950334549,0.5396825396825397,0.21067674458026886,ldrmodules.not_in_mem_avg,rank_uniform_offset,0.0,0.0,0.9256344286247992,0.0191142588958102
pair_subset,all_wrong_high_conf,Spyware→Trojan,26,63,-0.00022102316142991185,-0.0006129108369350433,0.3968253968253968,0.006220913026481867,malfind.ninjections,discrete_compact_offset0,0.0023679494837443,0.4414414414414414,0.414439567232933,0.4242896151548767
pair_subset,all_wrong_high_conf,Spyware→Trojan,27,63,0.00586893642321229,0.004011139273643494,0.6031746031746031,0.14206121861934662,malfind.commitCharge,keep_current,0.0121384077139687,0.7049180327868853,0.3960846711131229,0.3265423670961686
pair_subset,all_wrong_high_conf,Spyware→Trojan,28,63,-0.20742176473140717,0.0005482975393533707,0.5396825396825397,0.32272979617118835,malfind.protection,keep_current,0.0041812441334584,0.3842364532019704,0.4320945804859872,0.4135591774042154
pair_subset,all_wrong_high_conf,Spyware→Trojan,29,63,0.04720871523022652,0.0002277269959449768,0.5079365079365079,0.055202797055244446,malfind.uniqueInjections,rank_uniform_offset,0.0,0.0,0.4081501547524259,0.4274468811332025
pair_subset,all_wrong_high_conf,Spyware→Trojan,30,63,-0.0015059619909152389,-0.00022171810269355774,0.42857142857142855,0.00752262631431222,psxview.not_in_pslist,discrete_compact_offset0,0.0003839918081747,0.225,0.4811295098566227,0.4979307108115027
pair_subset,all_wrong_high_conf,Spyware→Trojan,31,63,0.00039311646833084524,-0.00029664405155926943,0.3968253968253968,0.003300843993201852,psxview.not_in_eprocess_pool,discrete_compact_offset0,0.0,0.0,0.0225687031657825,0.9978027135421113
pair_subset,all_wrong_high_conf,Spyware→Trojan,32,63,0.0013059048214927316,-0.0002960741985589266,0.4603174603174603,0.021170122548937798,psxview.not_in_ethread_pool,discrete_compact_offset0,0.0014506357197713,0.5384615384615384,0.4418943899258692,0.4383906476661831
pair_subset,all_wrong_high_conf,Spyware→Trojan,33,63,-0.008000769652426243,-0.0011475728824734688,0.3492063492063492,0.014617497101426125,psxview.not_in_pspcid_list,discrete_compact_offset0,0.0004266575646386,0.225,0.4812722049435046,0.4978667121768069
pair_subset,all_wrong_high_conf,Spyware→Trojan,34,63,-0.004122735466808081,-0.00039145490154623985,0.42857142857142855,0.011162272654473782,psxview.not_in_csrss_handles,discrete_compact_offset0,0.0014506357197713,0.5384615384615384,0.4422737565803443,0.437494666780442
pair_subset,all_wrong_high_conf,Spyware→Trojan,35,63,-0.00477459654211998,8.684583008289337e-05,0.5079365079365079,0.014544959180057049,psxview.not_in_session,discrete_compact_offset0,0.0003839918081747,0.225,0.4810606180111996,0.4981013738373581
pair_subset,all_wrong_high_conf,Spyware→Trojan,36,63,-0.0076615577563643456,0.00011435337364673615,0.5079365079365079,0.030406976118683815,psxview.not_in_deskthrd,discrete_compact_offset0,0.0013439713286116,0.5121951219512195,0.4825476873298571,0.3869357453707654
pair_subset,all_wrong_high_conf,Spyware→Trojan,37,63,0.0023002608213573694,-6.259884685277939e-06,0.49206349206349204,0.028577370569109917,psxview.not_in_pslist_false_avg,rank_uniform_offset,0.0,0.0,0.5649092917914776,0.4458144892908951
pair_subset,all_wrong_high_conf,Spyware→Trojan,38,63,0.07812744379043579,9.538698941469193e-05,0.5079365079365079,0.08192998915910721,psxview.not_in_eprocess_pool_false_avg,keep_current,0.003690587934124,0.9559748427672956,0.0109554845766252,0.9949227749808004
pair_subset,all_wrong_high_conf,Spyware→Trojan,39,63,0.0034452183172106743,0.0008084140717983246,0.5555555555555556,0.069511778652668,psxview.not_in_ethread_pool_false_avg,rank_uniform_offset,0.0,0.0,0.6078890526288423,0.3878530591347384
pair_subset,all_wrong_high_conf,Spyware→Trojan,40,63,0.03890199586749077,-0.0002814158797264099,0.4444444444444444,0.05098747834563255,psxview.not_in_pspcid_list_false_avg,rank_uniform_offset,0.0,0.0,0.5651203929512788,0.4457504906561993
pair_subset,all_wrong_high_conf,Spyware→Trojan,41,63,0.0007960499497130513,-0.005966608412563801,0.3968253968253968,0.05810841917991638,psxview.not_in_csrss_handles_false_avg,rank_uniform_offset,0.0,0.0,0.765277320469504,0.0618866797508319
pair_subset,all_wrong_high_conf,Spyware→Trojan,42,63,-0.013754600659012794,-0.007291160523891449,0.38095238095238093,0.029400993138551712,psxview.not_in_session_false_avg,rank_uniform_offset,0.0,0.0,0.7579223476549959,0.0644679580168956
pair_subset,all_wrong_high_conf,Spyware→Trojan,43,63,-0.016766827553510666,-0.002184852957725525,0.47619047619047616,0.06654282659292221,psxview.not_in_deskthrd_false_avg,rank_uniform_offset,0.0,0.0,0.7731383545067176,0.0613960235514975
pair_subset,all_wrong_high_conf,Spyware→Trojan,44,63,-0.0021653855219483376,-0.0017383357044309378,0.38095238095238093,0.010014663450419903,modules.nmodules,discrete_compact_offset0,2.133287823193105e-05,0.3333333333333333,0.1489351871718083,0.9614088232784368
pair_subset,all_wrong_high_conf,Spyware→Trojan,45,63,0.002730507869273424,0.000929366797208786,0.5714285714285714,0.01207646168768406,svcscan.nservices,discrete_compact_offset0,0.0005759877122621,0.5333333333333333,0.3474434787888976,0.4652274084819524
pair_subset,all_wrong_high_conf,Spyware→Trojan,46,63,0.02582566998898983,0.0015856102108955383,0.5396825396825397,0.06002182140946388,svcscan.kernel_drivers,discrete_compact_offset0,0.0003413260517108,0.631578947368421,0.2858217306248617,0.4982080382285178
pair_subset,all_wrong_high_conf,Spyware→Trojan,47,63,0.002331575844436884,-0.0013003423810005188,0.42857142857142855,0.011584213934838772,svcscan.fs_drivers,discrete_compact_offset0,0.0001706630258554,0.7,0.0038660702130916,0.9990400204795632
pair_subset,all_wrong_high_conf,Spyware→Trojan,48,63,0.004473875742405653,0.0005650632083415985,0.5396825396825397,0.01078704185783863,svcscan.process_services,discrete_compact_offset0,0.0002559945387831,0.4285714285714285,0.3262482609122556,0.590664732485707
pair_subset,all_wrong_high_conf,Spyware→Trojan,49,63,-0.00933022703975439,0.00014529936015605927,0.5238095238095238,0.021928677335381508,svcscan.shared_process_services,discrete_compact_offset0,0.0004693233211024,0.6363636363636364,0.2762666726609017,0.4982080382285178
pair_subset,all_wrong_high_conf,Spyware→Trojan,50,63,-0.0009232702432200313,-0.00028793420642614365,0.3968253968253968,0.004096037708222866,svcscan.interactive_process_services,constant,0.0,0.0,-1.4428232973175177e-12,1.0
pair_subset,all_wrong_high_conf,Spyware→Trojan,51,63,-0.05241728201508522,-0.0016864761710166931,0.47619047619047616,0.30019816756248474,svcscan.nactive,discrete_compact_offset0,0.0005119890775663,0.4117647058823529,0.6257817858570436,0.2431094803310862
pair_subset,all_wrong_high_conf,Spyware→Trojan,52,63,0.009664472192525864,6.0770660638809204e-05,0.5079365079365079,0.059009771794080734,callbacks.ncallbacks,discrete_compact_offset0,0.0001493301476235,0.3076923076923077,0.4401119934117515,0.4277028756719856
pair_subset,all_wrong_high_conf,Spyware→Trojan,53,63,0.00016152195166796446,-0.0001627206802368164,0.42857142857142855,0.0024284401442855597,callbacks.nanonymous,discrete_compact_offset0,0.0,0.0,0.009929783324449,0.9991466848707228
pair_subset,all_wrong_high_conf,Spyware→Trojan,54,63,-0.0013755497056990862,-0.0003945163916796446,0.4444444444444444,0.005044629797339439,callbacks.ngeneric,discrete_compact_offset0,0.0,0.0,0.0018398586095722,0.9998720027306084
pair_subset,all_wrong_high_conf,Trojan→Ransomware,0,60,-0.004081851802766323,-0.000215199775993824,0.4666666666666667,0.037787869572639465,pslist.nproc,discrete_compact_offset0,0.0014933014762351,0.4761904761904761,0.5634949111118889,0.1704496970731291
pair_subset,all_wrong_high_conf,Trojan→Ransomware,1,60,0.0009237782214768231,6.378442049026489e-05,0.5166666666666667,0.010941501706838608,pslist.nppid,discrete_compact_offset0,0.0010026452769007,0.5625,0.5190073122926573,0.2815086611485621
pair_subset,all_wrong_high_conf,Trojan→Ransomware,2,60,0.018275344744324684,0.001749606803059578,0.55,0.05777236074209213,pslist.avg_threads,rank_uniform_offset,0.0,0.0,0.883099511072012,0.0371618738800238
pair_subset,all_wrong_high_conf,Trojan→Ransomware,3,60,0.00021461708820424974,-7.363036274909973e-05,0.4666666666666667,0.002359510865062475,pslist.nprocs64bit,constant,0.0,0.0,-1.4428232973175177e-12,1.0
pair_subset,all_wrong_high_conf,Trojan→Ransomware,4,60,-0.03806949779391289,-0.0017008613795042038,0.38333333333333336,0.04413624107837677,pslist.avg_handlers,rank_uniform_offset,0.0,0.0,0.957794232611417,0.0151250106664391
pair_subset,all_wrong_high_conf,Trojan→Ransomware,5,60,-0.045785512775182724,-0.004636440426111221,0.45,0.06756613403558731,dlllist.ndlls,keep_current,0.0059518730267087,0.130859375,0.8525194789024727,0.0283513951702363
pair_subset,all_wrong_high_conf,Trojan→Ransomware,6,60,-0.004276048857718706,-0.010083922185003757,0.43333333333333335,0.20711418986320496,dlllist.avg_dlls_per_proc,rank_uniform_offset,0.0,0.0,0.8727011258819214,0.0405751343971328
pair_subset,all_wrong_high_conf,Trojan→Ransomware,7,60,-0.012434790842235088,-0.000418312381953001,0.4666666666666667,0.04355303570628166,handles.nhandles,rank_uniform_offset,0.0,0.0,0.9198092477997551,0.0156583326222373
pair_subset,all_wrong_high_conf,Trojan→Ransomware,8,60,0.009391488507390022,-0.0015829866752028465,0.45,0.03531728684902191,handles.avg_handles_per_proc,rank_uniform_offset,0.0,0.0,0.9584890477296152,0.0121810734704326
pair_subset,all_wrong_high_conf,Trojan→Ransomware,9,60,0.00028100013150833547,-3.7659367080777884e-05,0.48333333333333334,0.002545891562476754,handles.nport,constant,0.0,0.0,-1.4428232973175177e-12,1.0
pair_subset,all_wrong_high_conf,Trojan→Ransomware,10,60,-0.00732485530897975,-0.0007417015731334686,0.48333333333333334,0.2516093850135803,handles.nfile,keep_current,0.0,0.0,0.965457167902262,0.0166609778991381
pair_subset,all_wrong_high_conf,Trojan→Ransomware,11,60,0.001294366898946464,0.0007942658849060535,0.55,0.01421651802957058,handles.nevent,keep_current,0.0,0.0,0.9947520106426578,0.004629234576329
pair_subset,all_wrong_high_conf,Trojan→Ransomware,12,60,0.1169113740324974,-0.001870273845270276,0.4166666666666667,0.16927289962768555,handles.ndesktop,discrete_compact_offset0,0.0003839918081747,0.1666666666666666,0.6624280875401419,0.1653938049321614
pair_subset,all_wrong_high_conf,Trojan→Ransomware,13,60,-0.3078117370605469,-0.27733659744262695,0.25,0.6686969995498657,handles.nkey,keep_current,0.0069118525471456,0.2265625,0.8172767122869657,0.030911340558068
pair_subset,all_wrong_high_conf,Trojan→Ransomware,14,60,-0.002339596627280116,-0.0034796101972460747,0.35,0.0204353965818882,handles.nthread,keep_current,0.0058238757573171,0.166015625,0.8934861158109448,0.0165543135079784
pair_subset,all_wrong_high_conf,Trojan→Ransomware,15,60,-0.007140479516237974,-4.611816257238388e-05,0.48333333333333334,0.024721847847104073,handles.ndirectory,discrete_compact_offset0,0.0010026452769007,0.2019230769230769,0.7041268139226854,0.0998592030036692
pair_subset,all_wrong_high_conf,Trojan→Ransomware,16,60,-0.12083800882101059,-0.030596021562814713,0.43333333333333335,0.5333099365234375,handles.nsemaphore,keep_current,0.00927980203089,0.26953125,0.7992274222335928,0.0389325027732741
pair_subset,all_wrong_high_conf,Trojan→Ransomware,17,60,-0.18613074719905853,0.0022959935013204813,0.55,0.37146130204200745,handles.ntimer,discrete_compact_offset0,0.0013866370850755,0.2439024390243902,0.7453838702633432,0.0856515061012031
pair_subset,all_wrong_high_conf,Trojan→Ransomware,18,60,0.10418617725372314,-0.0001704399473965168,0.48333333333333334,0.20237691700458527,handles.nsection,keep_current,0.0064425292260431,0.234375,0.7928771230914666,0.0606920385698438
pair_subset,all_wrong_high_conf,Trojan→Ransomware,19,60,-0.041417017579078674,0.0016558901406824589,0.5333333333333333,0.15119929611682892,handles.nmutant,keep_current,0.0024319481184401,0.145679012345679,0.8406808847073096,0.0551668231077737
pair_subset,all_wrong_high_conf,Trojan→Ransomware,20,60,-0.12411820143461227,-0.08934184163808823,0.26666666666666666,0.35507383942604065,ldrmodules.not_in_load,keep_current,0.0015999658673948,0.2,0.7895089801002002,0.0708038228517791
pair_subset,all_wrong_high_conf,Trojan→Ransomware,21,60,0.009482208639383316,0.0012531938264146447,0.55,0.07628045231103897,ldrmodules.not_in_init,keep_current,0.0020266234320334,0.2111111111111111,0.8092464216563752,0.0510709104872429
pair_subset,all_wrong_high_conf,Trojan→Ransomware,22,60,-0.059983883053064346,-0.03520435839891434,0.3,0.22469325363636017,ldrmodules.not_in_mem,keep_current,0.0015999658673948,0.2,0.789586786756279,0.0705904940694598
pair_subset,all_wrong_high_conf,Trojan→Ransomware,23,60,-0.029855646193027496,-0.013765772804617882,0.4166666666666667,0.18691131472587585,ldrmodules.not_in_load_avg,rank_uniform_offset,0.0,0.0,0.9261698233703296,0.0191142588958102
pair_subset,all_wrong_high_conf,Trojan→Ransomware,24,60,-0.017400158569216728,-0.0005714744329452515,0.4666666666666667,0.04687748849391937,ldrmodules.not_in_init_avg,rank_uniform_offset,0.0,0.0,0.9390541473754483,0.0266874306681457
pair_subset,all_wrong_high_conf,Trojan→Ransomware,25,60,0.005702025257050991,-0.018431538715958595,0.4,0.23001214861869812,ldrmodules.not_in_mem_avg,rank_uniform_offset,0.0,0.0,0.9256344286247992,0.0191142588958102
pair_subset,all_wrong_high_conf,Trojan→Ransomware,26,60,0.0003663738025352359,0.00033712584991008043,0.5666666666666667,0.004865092225372791,malfind.ninjections,discrete_compact_offset0,0.0023679494837443,0.4414414414414414,0.414439567232933,0.4242896151548767
pair_subset,all_wrong_high_conf,Trojan→Ransomware,27,60,-0.0569116435945034,-0.002592475153505802,0.35,0.22422152757644653,malfind.commitCharge,keep_current,0.0121384077139687,0.7049180327868853,0.3960846711131229,0.3265423670961686
pair_subset,all_wrong_high_conf,Trojan→Ransomware,28,60,-0.13062171638011932,-0.00021568522788584232,0.4666666666666667,0.18802589178085327,malfind.protection,keep_current,0.0041812441334584,0.3842364532019704,0.4320945804859872,0.4135591774042154
pair_subset,all_wrong_high_conf,Trojan→Ransomware,29,60,-0.012943416833877563,-0.00021845207083970308,0.36666666666666664,0.04255032539367676,malfind.uniqueInjections,rank_uniform_offset,0.0,0.0,0.4081501547524259,0.4274468811332025
pair_subset,all_wrong_high_conf,Trojan→Ransomware,30,60,0.0018171229166910052,-0.0003211243893019855,0.4166666666666667,0.007336988113820553,psxview.not_in_pslist,discrete_compact_offset0,0.0003839918081747,0.225,0.4811295098566227,0.4979307108115027
pair_subset,all_wrong_high_conf,Trojan→Ransomware,31,60,-0.00016608824080321938,0.00022661907132714987,0.55,0.0017691770335659385,psxview.not_in_eprocess_pool,discrete_compact_offset0,0.0,0.0,0.0225687031657825,0.9978027135421113
pair_subset,all_wrong_high_conf,Trojan→Ransomware,32,60,-0.0037528660614043474,-0.0003711865283548832,0.4666666666666667,0.010382280685007572,psxview.not_in_ethread_pool,discrete_compact_offset0,0.0014506357197713,0.5384615384615384,0.4418943899258692,0.4383906476661831
pair_subset,all_wrong_high_conf,Trojan→Ransomware,33,60,0.0015886840410530567,-0.00023118365788832307,0.4666666666666667,0.010191484354436398,psxview.not_in_pspcid_list,discrete_compact_offset0,0.0004266575646386,0.225,0.4812722049435046,0.4978667121768069
pair_subset,all_wrong_high_conf,Trojan→Ransomware,34,60,0.00013994616165291518,-0.00037062610499560833,0.43333333333333335,0.007593927904963493,psxview.not_in_csrss_handles,discrete_compact_offset0,0.0014506357197713,0.5384615384615384,0.4422737565803443,0.437494666780442
pair_subset,all_wrong_high_conf,Trojan→Ransomware,35,60,-0.0014316968154162169,-0.0012405810412019491,0.4,0.008431240916252136,psxview.not_in_session,discrete_compact_offset0,0.0003839918081747,0.225,0.4810606180111996,0.4981013738373581
pair_subset,all_wrong_high_conf,Trojan→Ransomware,36,60,-0.009627380408346653,-0.0002953957300633192,0.48333333333333334,0.016210166737437248,psxview.not_in_deskthrd,discrete_compact_offset0,0.0013439713286116,0.5121951219512195,0.4825476873298571,0.3869357453707654
pair_subset,all_wrong_high_conf,Trojan→Ransomware,37,60,0.019508730620145798,0.0006900476291775703,0.5833333333333334,0.04581476002931595,psxview.not_in_pslist_false_avg,rank_uniform_offset,0.0,0.0,0.5649092917914776,0.4458144892908951
pair_subset,all_wrong_high_conf,Trojan→Ransomware,38,60,-0.0023559080436825752,-0.0005359497154131532,0.38333333333333336,0.004220571834594011,psxview.not_in_eprocess_pool_false_avg,keep_current,0.003690587934124,0.9559748427672956,0.0109554845766252,0.9949227749808004
pair_subset,all_wrong_high_conf,Trojan→Ransomware,39,60,-0.026617415249347687,-0.0007010397966951132,0.4666666666666667,0.07095299661159515,psxview.not_in_ethread_pool_false_avg,rank_uniform_offset,0.0,0.0,0.6078890526288423,0.3878530591347384
pair_subset,all_wrong_high_conf,Trojan→Ransomware,40,60,0.017670821398496628,0.00026795314624905586,0.5333333333333333,0.03912260755896568,psxview.not_in_pspcid_list_false_avg,rank_uniform_offset,0.0,0.0,0.5651203929512788,0.4457504906561993
pair_subset,all_wrong_high_conf,Trojan→Ransomware,41,60,0.026926850900053978,-0.0004527159035205841,0.4666666666666667,0.07572999596595764,psxview.not_in_csrss_handles_false_avg,rank_uniform_offset,0.0,0.0,0.765277320469504,0.0618866797508319
pair_subset,all_wrong_high_conf,Trojan→Ransomware,42,60,-0.002358850324526429,-0.00026074075140058994,0.4666666666666667,0.018171532079577446,psxview.not_in_session_false_avg,rank_uniform_offset,0.0,0.0,0.7579223476549959,0.0644679580168956
pair_subset,all_wrong_high_conf,Trojan→Ransomware,43,60,-0.007026380859315395,0.0025098316837102175,0.5833333333333334,0.040914177894592285,psxview.not_in_deskthrd_false_avg,rank_uniform_offset,0.0,0.0,0.7731383545067176,0.0613960235514975
pair_subset,all_wrong_high_conf,Trojan→Ransomware,44,60,0.00143136247061193,0.00022952532162889838,0.5333333333333333,0.009209150448441505,modules.nmodules,discrete_compact_offset0,2.133287823193105e-05,0.3333333333333333,0.1489351871718083,0.9614088232784368
pair_subset,all_wrong_high_conf,Trojan→Ransomware,45,60,-0.008929301053285599,-0.001961609348654747,0.35,0.014224771410226822,svcscan.nservices,discrete_compact_offset0,0.0005759877122621,0.5333333333333333,0.3474434787888976,0.4652274084819524
