scope,audit_subset,pair,feature_idx,n_samples,delta_margin_mean,delta_margin_median,delta_margin_positive_frac,delta_target_a_logit_mean,delta_target_b_logit_mean,abs_delta_margin_mean,feature,strategy,rare_cell_ratio_trainref_le5,rare_used_bin_ratio_le5,entropy_norm,dominant_bin_ratio
pair,ALL_WRONG,Benign→Spyware,27,6,15.20958423614502,12.994697570800781,1.0,6.807769298553467,-8.401816368103027,15.20958423614502,malfind.commitCharge,keep_current,0.0121384077139687,0.7049180327868853,0.3960846711131229,0.3265423670961686
pair,ALL_WRONG,Benign→Spyware,16,6,5.794005870819092,3.41854190826416,0.8333333333333334,2.6098811626434326,-3.1841256618499756,7.16136360168457,handles.nsemaphore,keep_current,0.00927980203089,0.26953125,0.7992274222335928,0.0389325027732741
pair,ALL_WRONG,Benign→Spyware,29,6,2.853693723678589,-0.7818243503570557,0.5,1.1381961107254028,-1.7154980897903442,5.47341775894165,malfind.uniqueInjections,rank_uniform_offset,0.0,0.0,0.4081501547524259,0.4274468811332025
pair,ALL_WRONG,Benign→Spyware,10,6,2.491835832595825,2.457839012145996,0.8333333333333334,3.6845216751098633,1.1926854848861694,2.7258594036102295,handles.nfile,keep_current,0.0,0.0,0.965457167902262,0.0166609778991381
pair,ALL_WRONG,Benign→Spyware,19,6,1.7333489656448364,1.3160825967788696,1.0,1.6541436910629272,-0.07920551300048828,1.7333489656448364,handles.nmutant,keep_current,0.0024319481184401,0.145679012345679,0.8406808847073096,0.0551668231077737
pair,ALL_WRONG,Benign→Spyware,41,6,0.919053852558136,0.7324079275131226,0.5,0.495091050863266,-0.4239630401134491,1.6919056177139282,psxview.not_in_csrss_handles_false_avg,rank_uniform_offset,0.0,0.0,0.765277320469504,0.0618866797508319
pair,ALL_WRONG,Benign→Spyware,4,6,0.9057273864746094,0.08434581756591797,1.0,0.05030536651611328,-0.85542231798172,0.9057273864746094,pslist.avg_handlers,rank_uniform_offset,0.0,0.0,0.957794232611417,0.0151250106664391
pair,ALL_WRONG,Benign→Spyware,15,6,0.46970251202583313,-0.07558882236480713,0.5,-0.3291867673397064,-0.7988893389701843,0.6459926962852478,handles.ndirectory,discrete_compact_offset0,0.0010026452769007,0.2019230769230769,0.7041268139226854,0.0998592030036692
pair,ALL_WRONG,Benign→Spyware,7,6,0.417012482881546,0.5173511505126953,0.8333333333333334,0.3787023723125458,-0.03831027075648308,0.5060768723487854,handles.nhandles,rank_uniform_offset,0.0,0.0,0.9198092477997551,0.0156583326222373
pair,ALL_WRONG,Benign→Spyware,25,6,0.32112646102905273,-0.0911412239074707,0.5,0.21257908642292023,-0.10854753106832504,0.6341707110404968,ldrmodules.not_in_mem_avg,rank_uniform_offset,0.0,0.0,0.9256344286247992,0.0191142588958102
