scope,audit_subset,pair,feature_idx,n_samples,delta_margin_mean,delta_margin_median,delta_margin_positive_frac,delta_target_a_logit_mean,delta_target_b_logit_mean,abs_delta_margin_mean,feature,strategy,rare_cell_ratio_trainref_le5,rare_used_bin_ratio_le5,entropy_norm,dominant_bin_ratio
pair,ALL_WRONG,Trojan→Spyware,16,147,2.444411039352417,1.3588072061538696,0.6462585034013606,1.869349718093872,-0.5750613808631897,3.450446367263794,handles.nsemaphore,keep_current,0.00927980203089,0.26953125,0.7992274222335928,0.0389325027732741
pair,ALL_WRONG,Trojan→Spyware,13,147,2.215611457824707,1.2946863174438477,0.6870748299319728,1.8400828838348389,-0.37552863359451294,3.032595634460449,handles.nkey,keep_current,0.0069118525471456,0.2265625,0.8172767122869657,0.030911340558068
pair,ALL_WRONG,Trojan→Spyware,27,147,2.003909111022949,0.6670863628387451,0.7142857142857143,1.111583948135376,-0.8923252820968628,2.2264413833618164,malfind.commitCharge,keep_current,0.0121384077139687,0.7049180327868853,0.3960846711131229,0.3265423670961686
pair,ALL_WRONG,Trojan→Spyware,29,147,1.6115351915359497,0.6907529830932617,0.6938775510204082,0.8373116254806519,-0.7742235660552979,2.074396848678589,malfind.uniqueInjections,rank_uniform_offset,0.0,0.0,0.4081501547524259,0.4274468811332025
pair,ALL_WRONG,Trojan→Spyware,19,147,1.2303940057754517,0.4393596649169922,0.673469387755102,0.9911746978759766,-0.23921924829483032,1.8095871210098267,handles.nmutant,keep_current,0.0024319481184401,0.145679012345679,0.8406808847073096,0.0551668231077737
pair,ALL_WRONG,Trojan→Spyware,6,147,0.5395318865776062,-0.1372305154800415,0.42857142857142855,0.08763529360294342,-0.4518965780735016,1.3708279132843018,dlllist.avg_dlls_per_proc,rank_uniform_offset,0.0,0.0,0.8727011258819214,0.0405751343971328
pair,ALL_WRONG,Trojan→Spyware,42,147,0.29813218116760254,0.030811309814453125,0.6394557823129252,0.11595211178064346,-0.18218007683753967,0.38572925329208374,psxview.not_in_session_false_avg,rank_uniform_offset,0.0,0.0,0.7579223476549959,0.0644679580168956
pair,ALL_WRONG,Trojan→Spyware,37,147,0.2607918083667755,0.0774228572845459,0.6870748299319728,0.09522292762994766,-0.16556890308856964,0.45175081491470337,psxview.not_in_pslist_false_avg,rank_uniform_offset,0.0,0.0,0.5649092917914776,0.4458144892908951
pair,ALL_WRONG,Trojan→Spyware,15,147,0.25377094745635986,0.0,0.48299319727891155,0.12267294526100159,-0.13109801709651947,0.5655062794685364,handles.ndirectory,discrete_compact_offset0,0.0010026452769007,0.2019230769230769,0.7041268139226854,0.0998592030036692
pair,ALL_WRONG,Trojan→Spyware,52,147,0.2341383546590805,0.0,0.29931972789115646,0.1604328602552414,-0.07370554655790329,0.33215034008026123,callbacks.ncallbacks,discrete_compact_offset0,0.0001493301476235,0.3076923076923077,0.4401119934117515,0.4277028756719856
pair,ALL_WRONG,Trojan→Spyware,40,147,0.20887291431427002,0.04849839210510254,0.6870748299319728,0.12449196726083755,-0.08438095450401306,0.37663549184799194,psxview.not_in_pspcid_list_false_avg,rank_uniform_offset,0.0,0.0,0.5651203929512788,0.4457504906561993
pair,ALL_WRONG,Trojan→Spyware,24,147,0.18961375951766968,0.04449868202209473,0.5918367346938775,0.05232894793152809,-0.1372848004102707,0.41240835189819336,ldrmodules.not_in_init_avg,rank_uniform_offset,0.0,0.0,0.9390541473754483,0.0266874306681457
pair,ALL_WRONG,Trojan→Spyware,41,147,0.18236087262630463,-0.004641532897949219,0.4897959183673469,0.0921456441283226,-0.09021521359682083,0.4604986310005188,psxview.not_in_csrss_handles_false_avg,rank_uniform_offset,0.0,0.0,0.765277320469504,0.0618866797508319
