scope,audit_subset,pair,feature_idx,n_samples,delta_margin_mean,delta_margin_median,delta_margin_positive_frac,delta_target_a_logit_mean,delta_target_b_logit_mean,abs_delta_margin_mean,feature,strategy,rare_cell_ratio_trainref_le5,rare_used_bin_ratio_le5,entropy_norm,dominant_bin_ratio
pair,ALL_WRONG,Spyware→Ransomware,20,152,3.3814215660095215,2.777134418487549,0.8552631578947368,1.431107521057129,-1.950313925743103,3.666264295578003,ldrmodules.not_in_load,keep_current,0.0015999658673948,0.2,0.7895089801002002,0.0708038228517791
pair,ALL_WRONG,Spyware→Ransomware,22,152,3.0330393314361572,2.136168956756592,0.8289473684210527,1.2944424152374268,-1.7385969161987305,3.3494713306427,ldrmodules.not_in_mem,keep_current,0.0015999658673948,0.2,0.789586786756279,0.0705904940694598
pair,ALL_WRONG,Spyware→Ransomware,6,152,1.1273177862167358,0.5766971111297607,0.6842105263157895,0.5062589049339294,-0.6210587620735168,1.6686009168624878,dlllist.avg_dlls_per_proc,rank_uniform_offset,0.0,0.0,0.8727011258819214,0.0405751343971328
pair,ALL_WRONG,Spyware→Ransomware,16,152,1.062924861907959,0.14842796325683594,0.6052631578947368,0.6715315580368042,-0.3913932740688324,2.8846030235290527,handles.nsemaphore,keep_current,0.00927980203089,0.26953125,0.7992274222335928,0.0389325027732741
pair,ALL_WRONG,Spyware→Ransomware,5,152,0.9768421053886414,0.467498779296875,0.6447368421052632,0.23344838619232178,-0.7433936595916748,1.421623706817627,dlllist.ndlls,keep_current,0.0059518730267087,0.130859375,0.8525194789024727,0.0283513951702363
pair,ALL_WRONG,Spyware→Ransomware,27,152,0.8507815003395081,0.0,0.47368421052631576,1.1723555326461792,0.32157397270202637,2.480139970779419,malfind.commitCharge,keep_current,0.0121384077139687,0.7049180327868853,0.3960846711131229,0.3265423670961686
pair,ALL_WRONG,Spyware→Ransomware,15,152,0.8027462363243103,0.261874794960022,0.7236842105263158,0.3792908191680908,-0.4234553277492523,1.029176115989685,handles.ndirectory,discrete_compact_offset0,0.0010026452769007,0.2019230769230769,0.7041268139226854,0.0998592030036692
pair,ALL_WRONG,Spyware→Ransomware,17,152,0.6285755038261414,0.2407698631286621,0.6447368421052632,0.3484730124473572,-0.28010237216949463,1.1138213872909546,handles.ntimer,discrete_compact_offset0,0.0013866370850755,0.2439024390243902,0.7453838702633432,0.0856515061012031
pair,ALL_WRONG,Spyware→Ransomware,18,152,0.5221002697944641,-0.0384291410446167,0.4934210526315789,-0.02059253491461277,-0.5426927208900452,1.86561119556427,handles.nsection,keep_current,0.0064425292260431,0.234375,0.7928771230914666,0.0606920385698438
pair,ALL_WRONG,Spyware→Ransomware,28,152,0.46912068128585815,0.15000653266906738,0.5328947368421053,0.018614741042256355,-0.45050597190856934,0.9386534690856934,malfind.protection,keep_current,0.0041812441334584,0.3842364532019704,0.4320945804859872,0.4135591774042154
pair,ALL_WRONG,Spyware→Ransomware,23,152,0.37989187240600586,0.2421579360961914,0.631578947368421,0.21242915093898773,-0.16746269166469574,0.8159286975860596,ldrmodules.not_in_load_avg,rank_uniform_offset,0.0,0.0,0.9261698233703296,0.0191142588958102
pair,ALL_WRONG,Spyware→Ransomware,25,152,0.3251996338367462,0.1587657928466797,0.6973684210526315,0.17815284430980682,-0.147046759724617,0.7891109585762024,ldrmodules.not_in_mem_avg,rank_uniform_offset,0.0,0.0,0.9256344286247992,0.0191142588958102
pair,ALL_WRONG,Spyware→Ransomware,24,152,0.3095896244049072,0.07674074172973633,0.5855263157894737,0.17006854712963104,-0.13952109217643738,0.7028788328170776,ldrmodules.not_in_init_avg,rank_uniform_offset,0.0,0.0,0.9390541473754483,0.0266874306681457
pair,ALL_WRONG,Spyware→Ransomware,43,152,0.2777642607688904,0.11731433868408203,0.6907894736842105,0.182465061545372,-0.09529918432235718,0.5635209679603577,psxview.not_in_deskthrd_false_avg,rank_uniform_offset,0.0,0.0,0.7731383545067176,0.0613960235514975
pair,ALL_WRONG,Spyware→Ransomware,51,152,0.2602655589580536,0.0,0.39473684210526316,0.10111532360315323,-0.159150168299675,0.5446923971176147,svcscan.nactive,discrete_compact_offset0,0.0005119890775663,0.4117647058823529,0.6257817858570436,0.2431094803310862
pair,ALL_WRONG,Spyware→Ransomware,2,152,0.22669029235839844,0.08739995956420898,0.6710526315789473,0.07168059051036835,-0.1550096720457077,0.410155326128006,pslist.avg_threads,rank_uniform_offset,0.0,0.0,0.883099511072012,0.0371618738800238
pair,ALL_WRONG,Spyware→Ransomware,48,152,0.14552949368953705,0.0,0.07894736842105263,0.04802951216697693,-0.09749998897314072,0.17638026177883148,svcscan.process_services,discrete_compact_offset0,0.0002559945387831,0.4285714285714285,0.3262482609122556,0.590664732485707
pair,ALL_WRONG,Spyware→Ransomware,14,152,0.14508500695228577,0.03563976287841797,0.6447368421052632,0.06578681617975235,-0.07929819822311401,0.3572978675365448,handles.nthread,keep_current,0.0058238757573171,0.166015625,0.8934861158109448,0.0165543135079784
pair,ALL_WRONG,Spyware→Ransomware,52,152,0.13764013350009918,0.0,0.35526315789473684,0.2581624388694763,0.12052235007286072,0.5644536018371582,callbacks.ncallbacks,discrete_compact_offset0,0.0001493301476235,0.3076923076923077,0.4401119934117515,0.4277028756719856
pair,ALL_WRONG,Spyware→Ransomware,37,152,0.11052916198968887,0.01051473617553711,0.5131578947368421,0.05097349360585213,-0.05955563113093376,0.43858110904693604,psxview.not_in_pslist_false_avg,rank_uniform_offset,0.0,0.0,0.5649092917914776,0.4458144892908951
pair,ALL_WRONG,Spyware→Ransomware,1,152,0.10941419750452042,0.0,0.4605263157894737,0.13306458294391632,0.02365037426352501,0.6743339896202087,pslist.nppid,discrete_compact_offset0,0.0010026452769007,0.5625,0.5190073122926573,0.2815086611485621
pair,ALL_WRONG,Spyware→Ransomware,42,152,0.07428419589996338,0.016673922538757324,0.5197368421052632,0.07339217513799667,-0.0008920305408537388,0.42192038893699646,psxview.not_in_session_false_avg,rank_uniform_offset,0.0,0.0,0.7579223476549959,0.0644679580168956
pair,ALL_WRONG,Spyware→Ransomware,49,152,0.02080516330897808,0.0,0.07894736842105263,0.00827625673264265,-0.012528910301625729,0.03833174705505371,svcscan.shared_process_services,discrete_compact_offset0,0.0004693233211024,0.6363636363636364,0.2762666726609017,0.4982080382285178
pair,ALL_WRONG,Spyware→Ransomware,34,152,0.020405417308211327,0.0,0.4868421052631579,0.0005351548315957189,-0.01987026259303093,0.0629693940281868,psxview.not_in_csrss_handles,discrete_compact_offset0,0.0014506357197713,0.5384615384615384,0.4422737565803443,0.437494666780442
pair,ALL_WRONG,Spyware→Ransomware,35,152,0.011640620417892933,0.0,0.40789473684210525,0.003314363304525614,-0.00832622405141592,0.054946333169937134,psxview.not_in_session,discrete_compact_offset0,0.0003839918081747,0.225,0.4810606180111996,0.4981013738373581
pair,ALL_WRONG,Spyware→Ransomware,30,152,0.01136789284646511,0.0,0.42105263157894735,-0.00016117958875838667,-0.011529028415679932,0.053585611283779144,psxview.not_in_pslist,discrete_compact_offset0,0.0003839918081747,0.225,0.4811295098566227,0.4979307108115027
pair,ALL_WRONG,Spyware→Ransomware,33,152,0.010316041298210621,0.0,0.47368421052631576,0.0007253257790580392,-0.00959071796387434,0.05591415613889694,psxview.not_in_pspcid_list,discrete_compact_offset0,0.0004266575646386,0.225,0.4812722049435046,0.4978667121768069
pair,ALL_WRONG,Spyware→Ransomware,32,152,0.006292434874922037,0.0,0.4407894736842105,-0.0013112551532685757,-0.0076036639511585236,0.07481313496828079,psxview.not_in_ethread_pool,discrete_compact_offset0,0.0014506357197713,0.5384615384615384,0.4418943899258692,0.4383906476661831
pair,ALL_WRONG,Spyware→Ransomware,21,152,0.005661896895617247,0.004400730133056641,0.5460526315789473,0.011445893906056881,0.005784001667052507,0.409687340259552,ldrmodules.not_in_init,keep_current,0.0020266234320334,0.2111111111111111,0.8092464216563752,0.0510709104872429
pair,ALL_WRONG,Spyware→Ransomware,4,152,0.004240702837705612,0.023561954498291016,0.5328947368421053,-0.004105717875063419,-0.008346431888639927,0.23706483840942383,pslist.avg_handlers,rank_uniform_offset,0.0,0.0,0.957794232611417,0.0151250106664391
