epoch,lr,epoch_seconds,train_step_loss,train_loss,train_acc,train_macro_f1,train_weighted_f1,train_malware_avg_f1,val_loss,val_acc,val_macro_f1,val_weighted_f1,val_malware_avg_f1,macro_f1_gap_train_minus_val,cont_gate_min,cont_gate_max,cont_gate_mean,cont_gate_std
1,0.000125,10.47,0.8785251969006985,0.7166623172423103,0.7737434934721392,0.6606522953880438,0.7716145116731142,0.5498457966234385,0.717660900838546,0.7685153583617748,0.6535665097100004,0.766655296123197,0.5406074271088973,0.00708578567804341,0.4955253005027771,0.501535952091217,0.49927130341529846,0.0011165846372023225
2,0.00025,10.216,0.6927689378533574,0.6167650367835447,0.8127826606365731,0.7163856933225851,0.8102773147118443,0.6228960109782444,0.629046995688624,0.8073378839590444,0.7087739417600444,0.8049832979501781,0.6129250229428297,0.007611751562540681,0.4910829961299896,0.5016174912452698,0.4983498752117157,0.0022098615299910307
3,0.000375,10.34,0.6378602035466351,0.5722766419514544,0.8319182524106152,0.7470480254814674,0.8312513280795611,0.6631999038496003,0.5978407873635406,0.8203071672354949,0.7299423790086073,0.819546991220355,0.640605532980429,0.01710564647286017,0.48529672622680664,0.5021442174911499,0.4969886541366577,0.003298231866210699
4,0.0005,10.192,0.6045421022651281,0.5574564409648632,0.833219557982763,0.7495363677716462,0.8333041333862787,0.666254686191351,0.5882603792607174,0.8180887372013652,0.7277906024116676,0.8183275446721918,0.6376513552162394,0.02174576535997863,0.48265114426612854,0.5030041933059692,0.49486514925956726,0.004968529101461172
5,0.000625,10.31,0.5874000285375504,0.5431908436099847,0.8379767898284837,0.7517958995056992,0.8352106934469793,0.6691323150034458,0.5729169326837559,0.8289249146757679,0.7398956718967773,0.8268779680047236,0.6535639990850566,0.011900227608921954,0.46919873356819153,0.5046828389167786,0.4921601116657257,0.007402102928608656
6,0.00075,10.157,0.5643849284720712,0.5303529175142245,0.8396194214523424,0.7603542754434365,0.8404218119564612,0.6806288551016552,0.5714103005445044,0.8273890784982935,0.741954209559263,0.8276896682718258,0.6564228216376088,0.018400065884173533,0.4586658775806427,0.506270170211792,0.48938778042793274,0.00911501981317997
7,0.000875,10.224,0.5570584738663474,0.5195315146122749,0.8489205563614642,0.7672624223521178,0.8453570486614818,0.6898041444868452,0.5646963632147467,0.8320819112627986,0.7435766146613044,0.8292956010790619,0.6584152488314161,0.02368580769081341,0.44325828552246094,0.5052657127380371,0.4860974848270416,0.01124389749020338
8,0.001,10.118,0.544771014575981,0.5373465165982871,0.8470005973205905,0.7672729100179304,0.8451614255278088,0.6898891396575412,0.601676076915077,0.8303754266211604,0.7431909968071548,0.8287486442898659,0.6580712111148067,0.024081913210775574,0.4324702322483063,0.5051981210708618,0.4816473424434662,0.013780275359749794
9,0.0009995479052513825,10.143,0.5348029467512067,0.4883091608832462,0.8611016298318969,0.7905837080607017,0.8607406266467036,0.7208707376385917,0.5480057970248798,0.8424061433447099,0.7637572833981403,0.8424123864137557,0.6854081629279394,0.026826424662561354,0.42533454298973083,0.5087569952011108,0.4777160882949829,0.01588716171681881
10,0.0009981924815935792,10.27,0.5210821105128964,0.48636638196074766,0.8602483147026196,0.7886753923297418,0.8594053065922619,0.7183689790812323,0.5566262588566073,0.8387372013651877,0.75752811436525,0.8382228517204073,0.6771025361874154,0.031147277964491793,0.4158463776111603,0.5073990821838379,0.47494617104530334,0.01860322430729866
