run,true_class,pred_class,pair_n,feature_idx,feature,strategy,pair_bin_mean,true_correct_bin_mean,pred_correct_bin_mean,dist_bin_to_true_correct,dist_bin_to_pred_correct,bin_closer_to_pred_correct,pair_offset_mean,true_correct_offset_mean,pred_correct_offset_mean,dist_offset_to_true_correct,dist_offset_to_pred_correct,offset_closer_to_pred_correct,pair_raw_mean,true_correct_raw_mean,pred_correct_raw_mean,dist_raw_to_true_correct,dist_raw_to_pred_correct,raw_closer_to_pred_correct
K1024_RANK_SAFE,Trojan,Ransomware,384,0,pslist.nproc,unknown,18.838541666666668,19.09154383242824,20.020114942528735,0.253002165761572,1.1815732758620676,False,0.0,0.0,0.0,0.0,0.0,False,0.08602073043584824,0.08717599511146545,0.09196385741233826,0.001155264675617218,0.005943126976490021,False
K1024_RANK_SAFE,Trojan,Ransomware,384,1,pslist.nppid,unknown,7.598958333333333,7.908456167571761,8.00933908045977,0.309497834238428,0.41038074712643624,False,0.0,0.0,0.0,0.0,0.0,False,0.13101650774478912,0.13635268807411194,0.138092041015625,0.005336180329322815,0.0070755332708358765,False
K1024_RANK_SAFE,Trojan,Ransomware,384,2,pslist.avg_threads,unknown,65.67708333333333,51.733126454615984,54.0632183908046,13.943956878717344,11.613864942528728,True,0.48015685782653844,0.47260598198336307,0.48940967546275654,0.007550875843175375,0.009252817636218102,False,0.5577623248100281,0.5520972013473511,0.5455479025840759,0.005665123462677002,0.012214422225952148,False
K1024_RANK_SAFE,Trojan,Ransomware,384,3,pslist.nprocs64bit,unknown,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False
K1024_RANK_SAFE,Trojan,Ransomware,384,4,pslist.avg_handlers,unknown,142.84635416666666,147.3421256788208,140.55172413793105,4.4957715121541355,2.294630028735611,True,0.4740730982060389,0.4974810856214202,0.49605404349357085,0.023407987415381304,0.021980945287531972,True,0.15126563608646393,0.1531623750925064,0.1522688865661621,0.0018967390060424805,0.0010032504796981812,True
K1024_RANK_SAFE,Trojan,Ransomware,384,5,dlllist.ndlls,unknown,327.8854166666667,332.8487199379364,335.3426724137931,4.9633032712696945,7.457255747126396,False,0.5095018729407457,0.5039018777007984,0.476635626045888,0.005599995239947253,0.032866246894857676,False,0.32101163268089294,0.32585787773132324,0.3282691240310669,0.004846245050430298,0.00725749135017395,False
K1024_RANK_SAFE,Trojan,Ransomware,384,6,dlllist.avg_dlls_per_proc,unknown,113.37760416666667,113.73079906904577,106.4705459770115,0.35319490237910145,6.907058189655174,False,0.4160426529257772,0.483681998807356,0.4549658759204186,0.06763934588157883,0.038923222994641404,True,0.6813344359397888,0.6823971271514893,0.672610342502594,0.0010626912117004395,0.008724093437194824,False
K1024_RANK_SAFE,Trojan,Ransomware,384,7,handles.nhandles,unknown,279.3177083333333,289.03258339798293,299.6113505747126,9.714875064649618,20.293642241379303,False,0.4898775075538045,0.4972724402808354,0.48766194600545854,0.007394932727030901,0.0022155615483459568,True,0.10617762804031372,0.10940324515104294,0.11138973385095596,0.0032256171107292175,0.005212105810642242,False
K1024_RANK_SAFE,Trojan,Ransomware,384,8,handles.avg_handles_per_proc,unknown,127.14322916666667,130.38634600465477,132.73850574712642,3.2431168379880972,5.595276580459753,False,0.49129881329736236,0.508602794420727,0.4999456367435017,0.01730398112336462,0.008646823446139318,True,0.12418979406356812,0.12592890858650208,0.12711989879608154,0.00173911452293396,0.0029301047325134277,False
K1024_RANK_SAFE,Trojan,Ransomware,384,9,handles.nport,unknown,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False
