run,true_class,pred_class,pair_n,feature_idx,feature,strategy,pair_bin_mean,true_correct_bin_mean,pred_correct_bin_mean,dist_bin_to_true_correct,dist_bin_to_pred_correct,bin_closer_to_pred_correct,pair_offset_mean,true_correct_offset_mean,pred_correct_offset_mean,dist_offset_to_true_correct,dist_offset_to_pred_correct,offset_closer_to_pred_correct,pair_raw_mean,true_correct_raw_mean,pred_correct_raw_mean,dist_raw_to_true_correct,dist_raw_to_pred_correct,raw_closer_to_pred_correct
K1024_ABS_CONTROL,Spyware,Trojan,239,29,malfind.uniqueInjections,unknown,0.7364016736401674,20.423027989821882,4.016491754122939,19.686626316181716,3.280090080482771,True,0.0437421816163482,0.12449009727115527,0.12040783223071913,0.08074791565480707,0.07666565061437093,True,0.0007626040023751557,0.020085550844669342,0.004043890163302422,0.019322946842294186,0.003281286160927266,True
K1024_ABS_CONTROL,Spyware,Trojan,239,28,malfind.protection,unknown,3.7489539748953975,19.255725190839694,6.592953523238381,15.506771215944298,2.8439995483429836,True,0.4219792167262552,0.3368259579323602,0.405622659413063,0.08515325879389501,0.016356557313192188,True,0.004077158402651548,0.01915205456316471,0.006841227877885103,0.015074896160513163,0.002764069475233555,True
K1024_ABS_CONTROL,Spyware,Trojan,239,43,psxview.not_in_deskthrd_false_avg,unknown,186.98326359832635,200.23664122137404,180.0247376311844,13.253377623047697,6.958525967141952,True,0.6040370963887939,0.6044893786328923,0.6223049452898374,0.0004522822440984342,0.018267848901043493,False,0.18336978554725647,0.1963256299495697,0.17658556997776031,0.012955844402313232,0.006784215569496155,True
K1024_ABS_CONTROL,Spyware,Trojan,239,41,psxview.not_in_csrss_handles_false_avg,unknown,151.20502092050208,164.1412213740458,139.80284857571215,12.936200453543734,11.402172344789932,True,0.5372019446762786,0.528442569085013,0.5382985672641216,0.008759375591265606,0.0010966225878430436,True,0.14833062887191772,0.1609674096107483,0.13718587160110474,0.012636780738830566,0.011144757270812988,True
K1024_ABS_CONTROL,Spyware,Trojan,239,27,malfind.commitCharge,unknown,0.36401673640167365,12.123409669211195,5.4122938530734634,11.759392932809522,5.04827711667179,True,0.02701982474889778,0.14756177871105317,0.05479331781830767,0.12054195396215539,0.027773493069409894,True,0.00038224487798288465,0.011995083652436733,0.005344171542674303,0.011612838774453849,0.004961926664691418,True
K1024_ABS_CONTROL,Spyware,Trojan,239,39,psxview.not_in_ethread_pool_false_avg,unknown,63.69874476987448,74.23600508905852,52.23913043478261,10.537260319184043,11.45961433509187,False,0.3332100785123067,0.30767068175750645,0.29986369195345347,0.02553939675480027,0.03334638655885325,False,0.06259232759475708,0.07286771386861801,0.05135776847600937,0.010275386273860931,0.011234559118747711,False
K1024_ABS_CONTROL,Spyware,Trojan,239,42,psxview.not_in_session_false_avg,unknown,157.8744769874477,167.50954198473283,144.00524737631184,9.635064997285127,13.869229611135864,False,0.5545075920461112,0.571580909129763,0.5844588084614136,0.017073317083651784,0.029951216415302406,False,0.1548670381307602,0.16430217027664185,0.14133891463279724,0.009435132145881653,0.013528123497962952,False
K1024_ABS_CONTROL,Spyware,Trojan,239,37,psxview.not_in_pslist_false_avg,unknown,89.41004184100419,97.67684478371501,74.92278860569715,8.266802942710825,14.487253235307037,False,0.3388581827407601,0.27283059257265113,0.27306734719432363,0.066027590168109,0.0657908355464365,True,0.08773108571767807,0.09574748575687408,0.07350523769855499,0.008016400039196014,0.014225848019123077,False
K1024_ABS_CONTROL,Spyware,Trojan,239,13,handles.nkey,unknown,171.10041841004184,163.72519083969465,165.70764617691154,7.375227570347192,5.392772233130302,True,0.5007862718931738,0.5292279313261556,0.5087521236859027,0.028441659432981825,0.007965851792728906,True,0.16774310171604156,0.16056150197982788,0.16247937083244324,0.007181599736213684,0.005263730883598328,True
K1024_ABS_CONTROL,Spyware,Trojan,239,26,malfind.ninjections,unknown,2.506276150627615,9.599236641221374,3.8830584707646176,7.092960490593759,1.3767823201370026,True,0.0,0.0,0.0,0.0,0.0,False,0.004077158402651548,0.01915205456316471,0.006841227877885103,0.015074896160513163,0.002764069475233555,True
K1024_ABS_CONTROL,Spyware,Trojan,239,2,pslist.avg_threads,unknown,573.907949790795,580.5610687022901,563.4160419790105,6.653118911495085,10.491907811784472,False,0.5156733902155667,0.5024718341042,0.49183941452580365,0.013201556111366641,0.02383397568976303,False,0.5615088939666748,0.567999541759491,0.5512295961380005,0.006490647792816162,0.010279297828674316,False
K1024_ABS_CONTROL,Spyware,Trojan,239,11,handles.nevent,unknown,281.1422594142259,275.3505089058524,283.876311844078,5.791750508373525,2.7340524298520563,True,0.4995632237914529,0.507383579379152,0.5051817853344783,0.007820355587699113,0.005618561543025424,True,0.2753097116947174,0.2696557939052582,0.2779877781867981,0.0056539177894592285,0.0026780664920806885,True
K1024_ABS_CONTROL,Spyware,Trojan,239,14,handles.nthread,unknown,212.6192468619247,207.20801526717557,205.78035982008996,5.411231594749125,6.838887041834738,False,0.524698454824327,0.5217671450137892,0.5245371826356618,0.0029313098105377966,0.00016127218866512916,True,0.20835185050964355,0.20305941998958588,0.20166656374931335,0.005292430520057678,0.0066852867603302,False
K1024_ABS_CONTROL,Spyware,Trojan,239,5,dlllist.ndlls,unknown,332.76987447698747,327.84033078880407,331.67316341829087,4.929543688183401,1.0967110586965987,True,0.5303972635455195,0.4670047396900602,0.5099118651710157,0.06339252385545935,0.020485398374503805,True,0.32580670714378357,0.3209260404109955,0.32471463084220886,0.004880666732788086,0.001092076301574707,True
K1024_ABS_CONTROL,Spyware,Trojan,239,8,handles.avg_handles_per_proc,unknown,127.09205020920503,131.87213740458014,128.00374812593702,4.780087195375117,0.9116979167319954,True,0.5077068021045569,0.5036022353468455,0.49490472019921966,0.004104566757711425,0.012802081905337215,False,0.12473094463348389,0.12939955294132233,0.1256096363067627,0.00466860830783844,0.0008786916732788086,True
K1024_ABS_CONTROL,Spyware,Trojan,239,40,psxview.not_in_pspcid_list_false_avg,unknown,49.11715481171548,53.69083969465649,41.13268365817091,4.573684882941009,7.984471153544568,False,0.3598028657355783,0.2999847256149918,0.32144203615755057,0.059818140120586505,0.03836082957802772,True,0.04836457595229149,0.05277695879340172,0.040522120893001556,0.0044123828411102295,0.007842455059289932,False
K1024_ABS_CONTROL,Spyware,Trojan,239,4,pslist.avg_handlers,unknown,154.65271966527197,158.2945292620865,155.83508245877061,3.6418095968145394,1.1823627934986405,True,0.5172741844525335,0.5247214759480463,0.5095011131917639,0.00744729149551282,0.007773071260769537,False,0.1516813188791275,0.15524853765964508,0.15282949805259705,0.003567218780517578,0.0011481791734695435,True
K1024_ABS_CONTROL,Spyware,Trojan,239,10,handles.nfile,unknown,9.146443514644352,12.774173027989821,9.158920539730135,3.6277295133454697,0.012477025085782856,True,0.450062915773392,0.44792716373537217,0.4384984764821319,0.002135752038019856,0.011564439291260109,False,0.009380749426782131,0.012924827635288239,0.009381640702486038,0.0035440782085061073,8.912757039070129e-07,True
K1024_ABS_CONTROL,Spyware,Trojan,239,21,ldrmodules.not_in_init,unknown,287.1882845188284,284.96374045801525,287.49550224887554,2.224544060813173,0.30721773004711395,True,0.5163281954294967,0.5758781682974813,0.5657658965886756,0.05954997286798458,0.04943770115917889,True,0.2812361717224121,0.2791198492050171,0.28158479928970337,0.0021163225173950195,0.00034862756729125977,True
K1024_ABS_CONTROL,Spyware,Trojan,239,7,handles.nhandles,unknown,109.38075313807532,110.82442748091603,110.85157421289355,1.4436743428407084,1.4708210748182324,False,0.49437121098674053,0.5149265949639302,0.4990076132441942,0.0205553839771897,0.004636402257453653,True,0.10740481317043304,0.10883612930774689,0.10884709656238556,0.0014313161373138428,0.0014422833919525146,False
K1024_ABS_CONTROL,Spyware,Trojan,239,6,dlllist.avg_dlls_per_proc,unknown,698.8619246861924,700.1291348600508,696.9940029985007,1.267210173858416,1.8679216876917053,False,0.503691030822102,0.5126335481716422,0.49159702501667113,0.008942517349540213,0.012094005805430852,False,0.6836418509483337,0.6848893165588379,0.6818041205406189,0.0012474656105041504,0.0018377304077148438,False
K1024_ABS_CONTROL,Spyware,Trojan,239,25,ldrmodules.not_in_mem_avg,unknown,25.598326359832637,26.778625954198475,26.105697151424287,1.180299594365838,0.5073707915916508,True,0.4529456731728882,0.5099789702876028,0.46677594214473256,0.057033297114714554,0.013830268971844362,True,0.02546556480228901,0.02667507715523243,0.025975046679377556,0.0012095123529434204,0.0005094818770885468,True
K1024_ABS_CONTROL,Spyware,Trojan,239,23,ldrmodules.not_in_load_avg,unknown,25.598326359832637,26.776081424936386,26.09670164917541,1.1777550651037494,0.49837528934277486,True,0.4529456731728882,0.5096592270667116,0.4668124984240165,0.05671355389382343,0.013866825251128312,True,0.02546556480228901,0.026672277599573135,0.02596629038453102,0.0012067127972841263,0.000500725582242012,True
K1024_ABS_CONTROL,Spyware,Trojan,239,15,handles.ndirectory,unknown,40.68200836820084,39.5559796437659,41.10269865067466,1.1260287244349385,0.4206902824738208,True,0.0,0.0,0.0,0.0,0.0,False,0.1687035858631134,0.16486135125160217,0.17036639153957367,0.0038422346115112305,0.0016628056764602661,True
