run,true_class,pred_class,pair_n,feature_idx,feature,strategy,pair_bin_mean,true_correct_bin_mean,pred_correct_bin_mean,dist_bin_to_true_correct,dist_bin_to_pred_correct,bin_closer_to_pred_correct,pair_offset_mean,true_correct_offset_mean,pred_correct_offset_mean,dist_offset_to_true_correct,dist_offset_to_pred_correct,offset_closer_to_pred_correct,pair_raw_mean,true_correct_raw_mean,pred_correct_raw_mean,dist_raw_to_true_correct,dist_raw_to_pred_correct,raw_closer_to_pred_correct,bin_pred_minus_true_distance_advantage
C2_K512,Trojan,Ransomware,361,50,svcscan.interactive_process_services,constant,0.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0
C2_K512,Trojan,Ransomware,361,3,pslist.nprocs64bit,constant,0.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0
C2_K512,Trojan,Ransomware,361,9,handles.nport,constant,0.0,0.0,0.0,0.0,0.0,False,0.5,0.5,0.5,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0
C2_K512,Trojan,Ransomware,361,31,psxview.not_in_eprocess_pool,discrete_compact_offset0,0.0,0.002260738507912585,0.0027210884353741495,0.002260738507912585,0.0027210884353741495,False,0.0,0.0,0.0,0.0,0.0,False,0.0,0.002260738518089056,0.002721088472753763,0.002260738518089056,0.002721088472753763,False,-0.00046034992746156467
C2_K512,Trojan,Ransomware,361,54,callbacks.ngeneric,discrete_compact_offset0,1.0,1.0,0.9993197278911564,0.0,0.0006802721088435826,False,0.0,0.0,0.0,0.0,0.0,False,1.0,1.0,0.9993197321891785,0.0,0.0006802678108215332,False,-0.0006802721088435826
C2_K512,Trojan,Ransomware,361,53,callbacks.nanonymous,discrete_compact_offset0,0.002770083102493075,0.002260738507912585,0.004081632653061225,0.00050934459458049,0.00131154955056815,False,0.0,0.0,0.0,0.0,0.0,False,0.002770083025097847,0.002260738518089056,0.004081632476300001,0.000509344507008791,0.0013115494512021542,False,-0.0008022049559876601
C2_K512,Trojan,Ransomware,361,33,psxview.not_in_pspcid_list,discrete_compact_offset0,2.365650969529086,1.8146194423511681,1.8068027210884354,0.5510315271779178,0.5588482484406505,False,0.0,0.0,0.0,0.0,0.0,False,0.055015143007040024,0.04220045357942581,0.0420503094792366,0.012814689427614212,0.012964833527803421,False,-0.007816721262732695
C2_K512,Trojan,Ransomware,361,47,svcscan.fs_drivers,discrete_compact_offset0,8.997229916897506,9.0,8.984353741496598,0.0027700831024937145,0.012876175400908352,False,0.0,0.0,0.0,0.0,0.0,False,0.9998615384101868,1.0,0.999217689037323,0.00013846158981323242,0.0006438493728637695,False,-0.010106092298414637
C2_K512,Trojan,Ransomware,361,35,psxview.not_in_session,discrete_compact_offset0,2.365650969529086,1.8138658628485305,1.7816326530612245,0.5517851066805555,0.5840183164678614,False,0.0,0.0,0.0,0.0,0.0,False,0.055015143007040024,0.04218292981386185,0.041433319449424744,0.012832213193178177,0.01358182355761528,False,-0.03223320978730593
C2_K512,Trojan,Ransomware,361,30,psxview.not_in_pslist,discrete_compact_offset0,2.365650969529086,1.8146194423511681,1.7816326530612245,0.5510315271779178,0.5840183164678614,False,0.0,0.0,0.0,0.0,0.0,False,0.055015143007040024,0.04220045357942581,0.041433319449424744,0.012814689427614212,0.01358182355761528,False,-0.032986789289943586
