run,true_class,pred_class,pair_n,feature_idx,feature,strategy,pair_bin_mean,true_correct_bin_mean,pred_correct_bin_mean,dist_bin_to_true_correct,dist_bin_to_pred_correct,bin_closer_to_pred_correct,pair_offset_mean,true_correct_offset_mean,pred_correct_offset_mean,dist_offset_to_true_correct,dist_offset_to_pred_correct,offset_closer_to_pred_correct,pair_raw_mean,true_correct_raw_mean,pred_correct_raw_mean,dist_raw_to_true_correct,dist_raw_to_pred_correct,raw_closer_to_pred_correct
C2_K512,Trojan,Ransomware,361,29,malfind.uniqueInjections,rank_uniform_offset,13.98060941828255,80.33232856066314,80.45986394557823,66.35171914238059,66.47925452729568,False,0.016765506380854223,0.10450515279879045,0.0765481124169567,0.08773964641793623,0.059782606036102484,True,0.0014678523875772953,0.004339996259659529,0.01619512401521206,0.0028721438720822334,0.014727271627634764,False
C2_K512,Trojan,Ransomware,361,37,psxview.not_in_pslist_false_avg,rank_uniform_offset,217.69806094182826,174.93067068575735,166.84625850340137,42.76739025607091,50.85180243842689,False,0.2835168861616351,0.2696129246793839,0.27195330799943734,0.013903961482251204,0.011563578162197774,True,0.09726670384407043,0.07438672333955765,0.07065443694591522,0.022879980504512787,0.026612266898155212,False
C2_K512,Trojan,Ransomware,361,40,psxview.not_in_pspcid_list_false_avg,rank_uniform_offset,217.5983379501385,174.88997739261492,167.04761904761904,42.70836055752358,50.55071890251946,False,0.37660808657448214,0.3100004521954437,0.30600874205595074,0.06660763437903844,0.07059934451853139,False,0.05362139269709587,0.04100806638598442,0.03956751525402069,0.01261332631111145,0.01405387744307518,False
C2_K512,Trojan,Ransomware,361,39,psxview.not_in_ethread_pool_false_avg,rank_uniform_offset,217.6094182825485,178.27581009796535,190.9687074829932,39.33360818458314,26.64071079955528,True,0.4327890497640064,0.35867567034613707,0.38633293639488364,0.07411337941786933,0.04645611336912275,True,0.06770191341638565,0.052409157156944275,0.061025623232126236,0.015292756259441376,0.006676290184259415,True
C2_K512,Trojan,Ransomware,361,41,psxview.not_in_csrss_handles_false_avg,rank_uniform_offset,280.5401662049861,241.61793519216278,248.94557823129253,38.922231012823346,31.594587973693592,True,0.5486054760803807,0.5438820776089566,0.5298533151952588,0.004723398471424112,0.018752160885121882,False,0.15386459231376648,0.137555330991745,0.14482691884040833,0.016309261322021484,0.009037673473358154,True
C2_K512,Trojan,Ransomware,361,42,psxview.not_in_session_false_avg,rank_uniform_offset,286.3074792243767,247.42501883948756,235.25238095238095,38.88246038488916,51.055098271995774,False,0.5275728556784154,0.5439852183504338,0.5303528789698136,0.0164123626720184,0.002780023291398259,True,0.1645628660917282,0.14168798923492432,0.13699573278427124,0.022874876856803894,0.02756713330745697,False
C2_K512,Trojan,Ransomware,361,43,psxview.not_in_deskthrd_false_avg,rank_uniform_offset,299.0581717451524,267.0941974378297,271.81632653061223,31.9639743073227,27.24184521454015,True,0.5054710067662223,0.5561997474933755,0.5451620787252247,0.050728740727153276,0.039691071959002455,True,0.19282066822052002,0.17703381180763245,0.18639187514781952,0.015786856412887573,0.0064287930727005005,True
C2_K512,Trojan,Ransomware,361,10,handles.nfile,keep_current,108.05540166204986,130.0143180105501,156.16938775510204,21.958916348500253,48.113986093052176,False,0.04067169148423335,0.026934558600075008,0.07176647507997394,0.013737132884158343,0.03109478359574059,False,0.00950572732836008,0.009408693760633469,0.012695029377937317,9.703356772661209e-05,0.003189302049577236,False
C2_K512,Trojan,Ransomware,361,24,ldrmodules.not_in_init_avg,rank_uniform_offset,168.8393351800554,184.22004521477015,165.53809523809525,15.380710034714753,3.301239941960148,True,0.5213089010412508,0.5224016960910307,0.524844858283573,0.0010927950497798822,0.003535957242322141,False,0.025386599823832512,0.02488120086491108,0.026580508798360825,0.0005053989589214325,0.0011939089745283127,False
C2_K512,Trojan,Ransomware,361,11,handles.nevent,keep_current,122.83656509695291,137.6345139412208,142.3734693877551,14.797948844267893,19.536904290802198,False,0.16447613673630349,0.20012027223277964,0.20196047383328888,0.03564413549647616,0.0374843370969854,False,0.27411705255508423,0.27970945835113525,0.27990230917930603,0.005592405796051025,0.005785256624221802,False
