run,run_dir,train_macro_f1,train_accuracy,train_weighted_f1,train_Benign_f1,train_Ransomware_f1,train_Spyware_f1,train_Trojan_f1,val_macro_f1,val_accuracy,val_weighted_f1,val_Benign_f1,val_Ransomware_f1,val_Spyware_f1,val_Trojan_f1,gap_macro_f1
C2_K512,/home/pak/Documents/dacn/03_outputs/train_runs_fusion_ablation_D0_D7/Keff512/D3_P1_K512_B512_C2_selective_rank_discrete_compact,0.910003459734893,0.9405666012458401,0.9402258996712681,1.0,0.8740824392998305,0.9079725003015318,0.8579588993382097,0.8171466447478825,0.8784982935153584,0.8781681430624284,0.9994024754588136,0.7437389324563624,0.7932530120481928,0.7321921590281613,0.0928568149870106
K1024_RANK_SAFE,/home/pak/Documents/dacn/03_outputs/train_runs_k1024_fixed_c2policy/Keff1024/T1_K1024_C2POLICY_RANK_SAFE_NATIVE_D3,0.9049273533091671,0.9369186790681798,0.936727248677432,0.9996585574050363,0.8665475886705792,0.9017341040462428,0.8517691631148095,0.791325682625267,0.8609215017064846,0.8608077877650394,0.9988897429327868,0.7085772461186052,0.7622070312499999,0.6956287101996762,0.11360167068390004
K1024_ABS_CONTROL,/home/pak/Documents/dacn/03_outputs/train_runs_k1024_fixed_c2policy/Keff1024/T2_K1024_C2POLICY_ABS_FOR_RANK_CONTROL_NATIVE_D3,0.9267914141812026,0.9515530335352845,0.9513573373670211,1.0,0.8966896818739111,0.9235688001447788,0.8869071747061208,0.8014599341412245,0.8678327645051195,0.8677061699490948,0.9995731967562954,0.7203065134099618,0.7670163454501098,0.7189436809485314,0.12533148003997807
