audit_subset,pair,feature_idx,feature,strategy,delta_margin_mean,delta_margin_positive_frac,abs_delta_margin_mean,gradxinput_mean,gradxinput_positive_frac,abs_gradxinput_mean,last_cls_attention_mean,rollout_attention_mean,occ_support_score,grad_support_score,attn_score,consensus_wrong_support_score
correct_high_conf_control,ALL,48,svcscan.process_services,discrete_compact_offset0,5.210172176361084,0.221875,5.218656539916992,0.0012684556422755122,0.46875,0.023041047155857086,,,1.0,0.5485256042694171,0.0,0.691983961494296
correct_high_conf_control,ALL,5,dlllist.ndlls,keep_current,0.15764205157756805,0.5,0.40536361932754517,0.002312482101842761,0.49375,0.03785340487957001,,,0.030256591575380385,1.0,0.0,0.3651282957876902
correct_high_conf_control,ALL,19,handles.nmutant,keep_current,0.345264196395874,0.684375,0.6224214434623718,0.0011707490775734186,0.425,0.0749172642827034,,,0.06626732950637637,0.5062737898124604,0.0,0.21032949118754932
correct_high_conf_control,ALL,43,psxview.not_in_deskthrd_false_avg,rank_uniform_offset,0.017490897327661514,0.525,0.0921735018491745,0.0013322156155481935,0.45625,0.02993428334593773,,,0.003357067047998709,0.5760976980044875,0.0,0.20331272782556997
correct_high_conf_control,ALL,27,malfind.commitCharge,keep_current,2.0098981857299805,0.715625,2.3693320751190186,-0.024184709414839745,0.428125,0.19454649090766907,,,0.3857642545574654,0.0,0.0,0.1928821272787327
correct_high_conf_control,ALL,47,svcscan.fs_drivers,discrete_compact_offset0,0.0,0.0,0.0,0.0007077910122461617,0.521875,0.00983455404639244,,,0.0,0.3060741580149486,0.0,0.107125955305232
correct_high_conf_control,ALL,46,svcscan.kernel_drivers,discrete_compact_offset0,0.7803647518157959,0.29375,0.7842153310775757,-0.01911313273012638,0.328125,0.05195225402712822,,,0.14977715234754918,0.0,0.0,0.07488857617377459
correct_high_conf_control,ALL,16,handles.nsemaphore,keep_current,0.7704858779907227,0.640625,1.0153617858886719,-0.06236619874835014,0.490625,0.2584901452064514,,,0.1478810779970902,0.0,0.0,0.0739405389985451
correct_high_conf_control,ALL,28,malfind.protection,keep_current,0.5240806937217712,0.6375,0.7123485803604126,-0.01719052530825138,0.546875,0.14741668105125427,,,0.10058797981755038,0.0,0.0,0.05029398990877519
correct_high_conf_control,ALL,22,ldrmodules.not_in_mem,keep_current,0.4670369029045105,0.465625,0.8336271047592163,-0.008564244955778122,0.440625,0.10296809673309326,,,0.08963943744958941,0.0,0.0,0.044819718724794705
correct_high_conf_control,ALL,10,handles.nfile,keep_current,0.45795196294784546,0.615625,0.706320583820343,-0.009183372370898724,0.45,0.1222507506608963,,,0.08789574460237717,0.0,0.0,0.04394787230118859
correct_high_conf_control,ALL,29,malfind.uniqueInjections,rank_uniform_offset,0.45211154222488403,0.525,0.9386445879936218,-0.025463169440627098,0.46875,0.12601450085639954,,,0.0867747795890788,0.0,0.0,0.0433873897945394
correct_high_conf_control,ALL,20,ldrmodules.not_in_load,keep_current,0.40782707929611206,0.4375,0.800197422504425,-0.020902376621961594,0.43125,0.12186457961797714,,,0.07827516356301085,0.0,0.0,0.03913758178150543
correct_high_conf_control,ALL,26,malfind.ninjections,discrete_compact_offset0,0.013341018930077553,0.565625,0.03394712507724762,0.00020864084945060313,0.53125,0.00969173014163971,,,0.0025605716046403783,0.09022376834153323,0.0,0.03285860472185682
correct_high_conf_control,ALL,52,callbacks.ncallbacks,discrete_compact_offset0,0.24825963377952576,0.38125,0.37741726636886597,-0.06875558942556381,0.3,0.11338113248348236,,,0.04764902682216474,0.0,0.0,0.02382451341108237
correct_high_conf_control,ALL,13,handles.nkey,keep_current,0.24021735787391663,0.678125,0.5024804472923279,-0.03703109174966812,0.453125,0.1609850376844406,,,0.04610545481851821,0.0,0.0,0.023052727409259104
correct_high_conf_control,ALL,1,pslist.nppid,discrete_compact_offset0,0.18464753031730652,0.6375,0.37613171339035034,-0.010637246072292328,0.471875,0.025976981967687607,,,0.03543981351615697,0.0,0.0,0.017719906758078486
correct_high_conf_control,ALL,6,dlllist.avg_dlls_per_proc,rank_uniform_offset,0.09419556707143784,0.521875,0.3875742554664612,-0.020691463723778725,0.45,0.06935922056436539,,,0.01807916588607373,0.0,0.0,0.009039582943036865
correct_high_conf_control,ALL,23,ldrmodules.not_in_load_avg,rank_uniform_offset,0.07394935935735703,0.60625,0.13713209331035614,-0.010436570271849632,0.415625,0.04783996567130089,,,0.0141932659524901,0.0,0.0,0.00709663297624505
correct_high_conf_control,ALL,25,ldrmodules.not_in_mem_avg,rank_uniform_offset,0.07250400632619858,0.590625,0.14571814239025116,-0.020730813965201378,0.409375,0.05653462931513786,,,0.013915856112232592,0.0,0.0,0.006957928056116296
correct_high_conf_control,ALL,15,handles.ndirectory,discrete_compact_offset0,0.05282982438802719,0.4875,0.15548546612262726,-0.00825071893632412,0.384375,0.02653784491121769,,,0.010139746365335066,0.0,0.0,0.005069873182667533
correct_high_conf_control,ALL,17,handles.ntimer,discrete_compact_offset0,0.05074606463313103,0.5,0.23205408453941345,-0.00642541516572237,0.48125,0.0899461954832077,,,0.009739805694592873,0.0,0.0,0.004869902847296437
correct_high_conf_control,ALL,24,ldrmodules.not_in_init_avg,rank_uniform_offset,0.04610223323106766,0.50625,0.18743319809436798,-0.013042554259300232,0.478125,0.0475393608212471,,,0.008848504746203344,0.0,0.0,0.004424252373101672
correct_high_conf_control,ALL,21,ldrmodules.not_in_init,keep_current,0.03186044096946716,0.578125,0.09524015337228775,-0.0033235661685466766,0.465625,0.023341838270425797,,,0.0061150457011805125,0.0,0.0,0.0030575228505902562
correct_high_conf_control,ALL,39,psxview.not_in_ethread_pool_false_avg,rank_uniform_offset,0.028839338570833206,0.603125,0.1037805899977684,-0.009287916123867035,0.4125,0.024707768112421036,,,0.005535198760163686,0.0,0.0,0.002767599380081843
correct_high_conf_control,ALL,42,psxview.not_in_session_false_avg,rank_uniform_offset,0.018943026661872864,0.51875,0.1036064624786377,-0.009180327877402306,0.446875,0.02434060163795948,,,0.0036357774792584977,0.0,0.0,0.0018178887396292488
correct_high_conf_control,ALL,37,psxview.not_in_pslist_false_avg,rank_uniform_offset,0.01599663868546486,0.525,0.09399551898241043,-0.00816802866756916,0.371875,0.015046199783682823,,,0.003070270644421835,0.0,0.0,0.0015351353222109174
correct_high_conf_control,ALL,14,handles.nthread,keep_current,0.015777043998241425,0.578125,0.0671638548374176,-0.004098556470125914,0.465625,0.015242059715092182,,,0.0030281233449103617,0.0,0.0,0.0015140616724551809
correct_high_conf_control,ALL,4,pslist.avg_handlers,rank_uniform_offset,0.015375783666968346,0.55,0.08895460516214371,-0.0030259897466748953,0.490625,0.017311692237854004,,,0.002951108551984012,0.0,0.0,0.001475554275992006
correct_high_conf_control,ALL,40,psxview.not_in_pspcid_list_false_avg,rank_uniform_offset,0.01523858867585659,0.553125,0.10113348811864853,-0.012258203700184822,0.4375,0.024455880746245384,,,0.002924776410460125,0.0,0.0,0.0014623882052300626
