audit_subset,pair,feature_idx,feature,strategy,delta_margin_mean,delta_margin_positive_frac,abs_delta_margin_mean,gradxinput_mean,gradxinput_positive_frac,abs_gradxinput_mean,last_cls_attention_mean,rollout_attention_mean,occ_support_score,grad_support_score,attn_score,consensus_wrong_support_score
all_wrong_high_conf,ALL,0,pslist.nproc,discrete_compact_offset0,-0.07260540872812271,0.353125,0.25942668318748474,-0.015955306589603424,0.440625,0.05015366151928902,,,0.0,0.0,0.0,0.0
all_wrong_high_conf,ALL,1,pslist.nppid,discrete_compact_offset0,0.21388253569602966,0.45625,0.4872002601623535,-0.014047175645828247,0.521875,0.04077882319688797,,,0.10740138438359324,0.0,0.0,0.05370069219179662
all_wrong_high_conf,ALL,2,pslist.avg_threads,rank_uniform_offset,0.08498436957597733,0.55625,0.3285868167877197,-0.022577673196792603,0.503125,0.07950133830308914,,,0.04267500810070264,0.0,0.0,0.02133750405035132
all_wrong_high_conf,ALL,3,pslist.nprocs64bit,constant,0.0,0.0,0.0,0.005896096583455801,0.534375,0.01035681925714016,,,0.0,0.2962544588716876,0.0,0.10368906060509066
all_wrong_high_conf,ALL,4,pslist.avg_handlers,rank_uniform_offset,0.025973137468099594,0.484375,0.214487224817276,-0.008271807804703712,0.440625,0.031928710639476776,,,0.01304244365619355,0.0,0.0,0.006521221828096775
all_wrong_high_conf,ALL,5,dlllist.ndlls,keep_current,0.6228541135787964,0.58125,1.3260215520858765,-0.012227102182805538,0.5125,0.11022808402776718,,,0.3127669767411512,0.0,0.0,0.1563834883705756
all_wrong_high_conf,ALL,6,dlllist.avg_dlls_per_proc,rank_uniform_offset,0.24000053107738495,0.475,1.202510118484497,-0.04245584085583687,0.41875,0.2211630791425705,,,0.12051656862317267,0.0,0.0,0.060258284311586335
all_wrong_high_conf,ALL,7,handles.nhandles,rank_uniform_offset,0.04403490573167801,0.509375,0.21401968598365784,-0.017588654533028603,0.421875,0.04076570272445679,,,0.02211218331310926,0.0,0.0,0.01105609165655463
all_wrong_high_conf,ALL,8,handles.avg_handles_per_proc,rank_uniform_offset,0.04786448925733566,0.475,0.24631056189537048,-0.003884843783453107,0.409375,0.05224490165710449,,,0.024035213498485305,0.0,0.0,0.012017606749242652
all_wrong_high_conf,ALL,9,handles.nport,constant,0.0,0.0,0.0,0.0012200099881738424,0.496875,0.0057406947016716,,,0.0,0.061300454249454225,0.0,0.021455158987308976
all_wrong_high_conf,ALL,10,handles.nfile,keep_current,0.9153962135314941,0.6625,1.7711646556854248,-0.046679142862558365,0.453125,0.3572854697704315,,,0.45966736027717126,0.0,0.0,0.22983368013858563
all_wrong_high_conf,ALL,11,handles.nevent,keep_current,0.01760152354836464,0.540625,0.08524694293737411,0.0029046584386378527,0.496875,0.02010386809706688,,,0.008838627194141083,0.1459470688387832,0.0,0.055500787690644655
all_wrong_high_conf,ALL,12,handles.ndesktop,discrete_compact_offset0,0.1122119203209877,0.459375,0.27127721905708313,-0.03231557831168175,0.35625,0.11115405708551407,,,0.05634735696206381,0.0,0.0,0.028173678481031906
all_wrong_high_conf,ALL,13,handles.nkey,keep_current,1.0102771520614624,0.65,2.134324073791504,-0.2201082706451416,0.41875,0.6999471783638,,,0.5073119429289111,0.0,0.0,0.25365597146445557
all_wrong_high_conf,ALL,14,handles.nthread,keep_current,0.08600138127803802,0.55625,0.24868297576904297,-0.003095746273174882,0.425,0.03844507783651352,,,0.043185701806386353,0.0,0.0,0.021592850903193177
all_wrong_high_conf,ALL,15,handles.ndirectory,discrete_compact_offset0,0.2267877757549286,0.496875,0.6297945976257324,-0.0030162769835442305,0.475,0.026994775980710983,,,0.11388176691514408,0.0,0.0,0.05694088345757204
all_wrong_high_conf,ALL,16,handles.nsemaphore,keep_current,1.9914318323135376,0.646875,2.876305341720581,-0.17679496109485626,0.41875,0.9695995450019836,,,1.0,0.0,0.0,0.5
all_wrong_high_conf,ALL,17,handles.ntimer,discrete_compact_offset0,0.15777640044689178,0.478125,0.7941718697547913,-0.04695044830441475,0.440625,0.30862241983413696,,,0.07922761798157847,0.0,0.0,0.039613808990789236
all_wrong_high_conf,ALL,18,handles.nsection,keep_current,0.3863903880119324,0.434375,1.7486854791641235,-0.06855552643537521,0.4,0.218502014875412,,,0.1940264194547121,0.0,0.0,0.09701320972735605
all_wrong_high_conf,ALL,19,handles.nmutant,keep_current,0.20803725719451904,0.5125,1.4631974697113037,-0.01764054410159588,0.5125,0.17420561611652374,,,0.10446617043016362,0.0,0.0,0.05223308521508181
all_wrong_high_conf,ALL,20,ldrmodules.not_in_load,keep_current,1.1866811513900757,0.6125,2.320697784423828,-0.12419676780700684,0.4125,0.5288885831832886,,,0.5958934331241726,0.0,0.0,0.2979467165620863
all_wrong_high_conf,ALL,21,ldrmodules.not_in_init,keep_current,0.017321396619081497,0.5125,0.22340278327465057,-0.020479699596762657,0.421875,0.07520829141139984,,,0.008697961104176203,0.0,0.0,0.0043489805520881015
all_wrong_high_conf,ALL,22,ldrmodules.not_in_mem,keep_current,1.1555390357971191,0.609375,2.2196743488311768,-0.10982351005077362,0.421875,0.4302954077720642,,,0.580255380599534,0.0,0.0,0.290127690299767
all_wrong_high_conf,ALL,23,ldrmodules.not_in_load_avg,rank_uniform_offset,0.38852110505104065,0.684375,0.6765674352645874,-0.03873809799551964,0.453125,0.24380095303058624,,,0.19509636169653766,0.0,0.0,0.09754818084826883
all_wrong_high_conf,ALL,24,ldrmodules.not_in_init_avg,rank_uniform_offset,0.1901552379131317,0.559375,0.5475521087646484,-0.019785389304161072,0.490625,0.04675048589706421,,,0.09548669195079586,0.0,0.0,0.04774334597539793
